roc_auc	pr_auc	brier	accuracy	f1	calibration_intercept	calibration_slope	fold	roc_auc_calibrated	pr_auc_calibrated	brier_calibrated	accuracy_calibrated	f1_calibrated	calibration_intercept_calibrated	calibration_slope_calibrated
0.8634429466230936	0.8216798177568515	0.14225107792823935	0.8170731707317073	0.7643979057591623	0.5129274223323373	0.2187454024146696	1	0.8634429466230936	0.8216798177568515	0.14169254120544245	0.8170731707317073	0.7643979057591623	0.5099661768363302	0.20934156212158997
0.8058278867102396	0.7521173307404851	0.17447386726254602	0.7560975609756098	0.7	0.48771131277258173	0.17692250626671266	2	0.8058278867102396	0.7521173307404851	0.1751767390659299	0.758130081300813	0.7032418952618454	0.4833244395208992	0.16806767860103597
0.8470853858784892	0.7875933303475111	0.15389098618538527	0.7963340122199593	0.7382198952879581	0.502323600803284	0.18900062030581613	3	0.8470853858784892	0.7875933303475111	0.15403905207154356	0.790224032586558	0.7282321899736148	0.5059293776102758	0.19260753809115044
0.8531290565006491	0.8024499976101578	0.1499626302541359	0.7881873727087576	0.7333333333333333	0.49840973159305085	0.20479323627601806	4	0.8531290565006491	0.8024499976101578	0.14989017985207617	0.7861507128309573	0.732824427480916	0.488861313216931	0.19402658162825653
0.8287729726036754	0.7934522214597296	0.1589449984504997	0.7841140529531568	0.7165775401069518	0.5229523335032551	0.18976004330400673	5	0.8287729726036754	0.7934522214597296	0.15898901535962615	0.7841140529531568	0.7165775401069518	0.5231531998261066	0.1859814644695889
